,PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA,Unnamed: 0,A comparative experiment was conducted,A novel model/method was developed,Did the authors implement a Bayesian technique?,Did the authors use a Frequentist technique?,Did the model account for correlation among experts?,"Experts depended on data that could be updated, revised, or rapidly change?",Experts were given data related to the forecasting target?,How many expert forecasters were included?,How many total forecasts were made?,Identify the primary predictive target?,List terms specific to aggregating crowdsourced data and quoted definition,Please list covariates included in any model,The model combined point estimates,The model combined probabilistic distributions,The model was nonparametric,The model was parametric,The primary target was categorical,The primary target was continuous,The primary target was from a time series,What evaluation metrics were used?,What models were used in forecasting?,manuscript,notes
32,J,"Gu, W; Saaty, TL; Whitaker, R",,,,"Gu, Wei; Saaty, Thomas L.; Whitaker, Rozann",,,Expert System for Ice Hockey Game Prediction: Data Mining with Human Judgment,INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,,,English,Article,,,,,,Prediction; expert system; hockey game; data analysis; judgment,LEAGUE,This paper describes an expert system to predict National Hockey League (NHL) game outcome. A new method based on both data and judgments is used to estimate the hockey game performance. There are many facts and judgments that could influence an outcome. We employed the support vector machine to determine the importance of these factors before we incorporate them into the prediction system. Our system combines data and judgments and used them to predict the win-lose outcome of all the 89 post-season games before they took place. The accuracy of our prediction with the combined factors was 77.5%. This is to date the best accuracy reported of hockey games prediction.,"[Gu, Wei] Univ Sci & Technol Beijing, Donlinks Sch Econ & Management, Beijing 100083, Peoples R China; [Saaty, Thomas L.] Univ Pittsburgh, Joseph M Katz Grad Sch Business, Pittsburgh, PA 15206 USA; [Whitaker, Rozann] Creat Decis Fdn, Pittsburgh, PA 15213 USA","Gu, W (reprint author), Univ Sci & Technol Beijing, Donlinks Sch Econ & Management, Beijing 100083, Peoples R China.",guwei@ustb.edu.cn; saaty@katz.pitt.edu; rozann@creativedecisions.net,,"Gu, Wei/0000-0002-0714-0351",National Natural Science Foundation of China [71572011]; fundamental Research Funds for the Central Universities [FRF-BR-15-011B],"This research is supported by the National Natural Science Foundation of China (71572011), the fundamental Research Funds for the Central Universities (FRF-BR-15-011B).",,31,2,2,3,19,WORLD SCIENTIFIC PUBL CO PTE LTD,SINGAPORE,"5 TOH TUCK LINK, SINGAPORE 596224, SINGAPORE",0219-6220,1793-6845,,INT J INF TECH DECIS,Int. J. Inf. Technol. Decis. Mak.,JUL,2016,15.0,4,,,SI,,763,789,,10.1142/S0219622016400022,,,,27,"Computer Science, Artificial Intelligence; Computer Science, Information Systems; Computer Science, Interdisciplinary Applications; Operations Research & Management Science",Computer Science; Operations Research & Management Science,DV2UB,WOS:000382776100003,,,,,3/15/19,6,N,Y,N,Y,N,Y,N,4,89,which ice hockey team will win,,ice hockey game characteristics,N,N,N,Y,Y,N,N,accuracy,"ANP model, decision tree",b'10.1142:S0219622016400022.pdf',
33,J,"Cabello, E; Conde, C; de Diego, IM; Moguerza, JM; Redchuk, A",,,,"Cabello, Enrique; Conde, Cristina; Martin de Diego, Isaac; Moguerza, Javier M.; Redchuk, Andres",,,Combination and Selection of Traffic Safety Expert Judgments for the Prevention of Driving Risks,SENSORS,,,English,Article,,,,,,driving risks; fusion of judgments; selection of experts; regression,,"In this paper, we describe a new framework to combine experts' judgments for the prevention of driving risks in a cabin truck. In addition, the methodology shows how to choose among the experts the one whose predictions fit best the environmental conditions. The methodology is applied over data sets obtained from a high immersive cabin truck simulator in natural driving conditions. A nonparametric model, based in Nearest Neighbors combined with Restricted Least Squared methods is developed. Three experts were asked to evaluate the driving risk using a Visual Analog Scale (VAS), in order to measure the driving risk in a truck simulator where the vehicle dynamics factors were stored. Numerical results show that the methodology is suitable for embedding in real time systems.","[Cabello, Enrique; Conde, Cristina; Martin de Diego, Isaac] Univ Rey Juan Carlos, Dept Comp Architecture, Mostoles 28933, Spain; [Moguerza, Javier M.; Redchuk, Andres] Univ Rey Juan Carlos, Dept Stat & Operat Res, Fuenlabrada 28943, Spain","Cabello, E (reprint author), Univ Rey Juan Carlos, Dept Comp Architecture, Mostoles 28933, Spain.",enrique.cabello@urjc.es; cristina.conde@urjc.es; isaac.martin@urjc.es; javier.moguerza@urjc.es; andres.redchuk@urjc.es,"Martin, Isaac/P-3479-2014","Martin, Isaac/0000-0001-5197-2932; Conde, Cristina/0000-0003-3548-0297",Spanish Ministry of Science and Innovation; FEDER funds (European Union) [PSE-370000-2008-2]; Spanish Ministry of Science and Innovation [442808215-8215-4-9]; RIESGOS-CM project [CAM s2009/esp-1594]; Government of Madrid; EDUCALAB project [IPT-2011-1071-430000]; AGORANET project [IPT-2010-23-430000]; Universidad Rey Juan Carlos [F122],"This work has been partially funded by the following projects: CABINTEC project, funded by Spanish Ministry of Science and Innovation and FEDER funds (European Union), PSE-370000-2008-2. 2007-2011; Vulcano (ref 442808215-8215-4-9) funded by Spanish Ministry of Science and Innovation; RIESGOS-CM project, Ref. CAM s2009/esp-1594, funded by the Government of Madrid; EDUCALAB project, Ref. IPT-2011-1071-430000 and AGORANET project, Ref. IPT-2010-23-430000, funded both by the Spanish Ministry of Science and Innovation; and project F122 from Universidad Rey Juan Carlos.",,18,2,2,0,5,MDPI AG,BASEL,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",1424-8220,,,SENSORS-BASEL,Sensors,NOV,2012,12.0,11,,,,,14711,14729,,10.3390/s121114711,,,,19,"Chemistry, Analytical; Electrochemistry; Instruments & Instrumentation",Chemistry; Electrochemistry; Instruments & Instrumentation,041VO,WOS:000311429500027,23202184.0,"DOAJ Gold, Green Published",,,3/15/19,28,N,Y,N,Y,Y,N,Y,3,10000,dirving risk from Intelligent cabin truck for road transpor project,reasonable neighbors,truck covariates,Y,N,N,Y,N,Y,N,mean quadratic error;maximum absolute error,linear regression;nearest neighbors,b'10.3390:s121114711.pdf',
34,J,"Zio, E; Apostolakis, GE",,,,"Zio, E; Apostolakis, GE",,,Accounting for expert-to-expert variability: A potential source of bias in performance assessments of high-level radioactive waste repositories,ANNALS OF NUCLEAR ENERGY,,,English,Article,,,,,,,SAFETY,"Expert judgments enter several aspects of many scientific endeavors. They are typically employed to interpret data, predict systems' behaviour and assess uncertainties. In particular, expert judgments are expected to be a relevant source of data for use in performance assessments of high-level radioactive waste repositories. In this paper we consider the task of aggregating the judgments provided by experts with the objective of emphasizing a potential source of bias that might affect the results of the analysis. Typically, the analysts combine mathematical and behavioral schemes to obtain the aggregate measures desired for decision-making purposes. Within this approach to data aggregation, mathematical models are used as tools for sensitivity analysis and they should account for between-expert (expert-to-expert) as well as within-expert variability. A practical example regarding a formal expert judgment elicitation exercise for the future climate at Yucca Mountain vicinity is presented. (C) 1997 Elsevier Science Ltd.","POLITECN MILAN,DEPT NUCL ENGN,I-20133 MILAN,ITALY","Zio, E (reprint author), MIT,DEPT NUCL ENGN,CAMBRIDGE,MA 02139, USA.",,,"Zio, Enrico/0000-0002-7108-637X",,,,15,2,2,0,0,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND OX5 1GB",0306-4549,,,ANN NUCL ENERGY,Ann. Nucl. Energy,JUL,1997,24.0,10,,,,,751,762,,10.1016/S0306-4549(96)00052-7,,,,12,Nuclear Science & Technology,Nuclear Science & Technology,WV336,WOS:A1997WV33600001,,,,,3/15/19,5,N,N,Y,N,Y,N,Y,5,1,change in precipitation and 10 year peak precipitation at Yucca mountain,expert elicitation,,N,Y,N,Y,N,Y,N,visual,"mixture distribution, weighted average",b'10.1016:S0306-4549(96)00052-7.pdf',
35,J,"Baldwin, P",,,,"Baldwin, Peter",,,Weighting Components of a Composite Score Using Naive Expert Judgments About Their Relative Importance,APPLIED PSYCHOLOGICAL MEASUREMENT,,,English,Article,,,,,,composite scores; weighted composites; test batteries,BATTERY RELIABILITY; CRITERION; PREDICTION; ATTRIBUTE; COMPLEX,"A common problem that arises in testingas well as other contexts such as candidate selectionis how to combine various scores into a weighted composite that reflects expert judgments about each component's relative importance. For experts to provide nominal weights explicitly, they must fully account for the variances of the components, the covariances among components, and the reliability of each component. This task can be challenging, and in many cases, experts may have greater success making simple judgments about component importance without regard for the variances, covariances, and reliabilities. In this article, it is shown how to estimate the requisite nominal weights when only these kinds of naive judgments are available, and the analytical solution is demonstrated with a small simulation study. Results from the simulation suggest that the proposed estimators could yield more valid composite scores in practice.","Natl Board Med Examiners, Philadelphia, PA 19104 USA","Baldwin, P (reprint author), Natl Board Med Examiners, 3750 Market St, Philadelphia, PA 19104 USA.",pbaldwin@nbme.org,,,National Board of Medical Examiners,I would like to express my gratitude to Su Baldwin of the National Board of Medical Examiners for alerting me to the problem addressed by this article. I am also delighted to thank the National Board of Medical Examiners for supporting this work.,,25,1,1,0,1,SAGE PUBLICATIONS INC,THOUSAND OAKS,"2455 TELLER RD, THOUSAND OAKS, CA 91320 USA",0146-6216,1552-3497,,APPL PSYCH MEAS,Appl. Psychol. Meas.,OCT,2015,39.0,7,,,,,539,550,,10.1177/0146621615584703,,,,12,"Social Sciences, Mathematical Methods; Psychology, Mathematical",Mathematical Methods In Social Sciences; Psychology,CQ7PQ,WOS:000360796500003,29881025.0,,,,3/15/19,10,Y,Y,N,Y,N (but account for correlation between components),N,Y ,Did not specify in paper,3,composite scores (simulated),"nominal weightsequal to the true score effective weights, ""...weights provided by experts are used as nominal weights directly""",measure A and measure B,Y,N,N,Y,N,Y,N,"mean error, root mean square error","linear combination of weighted components, weights are calculated using (1)nominal weightsequal to the true score effective weights (2) nominal weights that maximize reliability (3) nominal weights equal to the regression coefficients obtained using the proposed methods",b'10.1177:0146621615584703.pdf',
36,J,"Hora, SC; Kardes, E",,,,"Hora, Stephen C.; Kardes, Erim",,,"Calibration, sharpness and the weighting of experts in a linear opinion pool",ANNALS OF OPERATIONS RESEARCH,,,English,Article,,,,,,Probabilistic expert judgment; Subjective probability; Scoring rules; Subject matter expert; Calibration; Quadratic score; Brier score,COMBINING PROBABILITY FORECASTS; SCORING RULES; DISTRIBUTIONS,"Linear opinion pools are the most common form of aggregating the probabilistic judgments of multiple experts. Here, the performance of such an aggregation is examined in terms of the calibration and sharpness of the component judgments. The performance is measured through the average quadratic score of the aggregate. Trade-offs between calibration and sharpness are examined and an expression for the optimal weighting of two dependent experts in a linear combination is given. Circumstances where one expert would be disqualified are investigated. Optimal weights for the multiple, dependent experts are found through a concave quadratic program.","[Hora, Stephen C.; Kardes, Erim] Univ So Calif, Los Angeles, CA 90089 USA","Kardes, E (reprint author), Univ So Calif, 3710 McClintock Ave, Los Angeles, CA 90089 USA.",Hora@USC.edu; erimkardes@hotmail.com,,,United States Department of Homeland Security through the National Center for Risk and Economic Analysis of Terrorism Events (CREATE) [2010-ST-061-RE0001],"This research was supported by the United States Department of Homeland Security through the National Center for Risk and Economic Analysis of Terrorism Events (CREATE) under award number 2010-ST-061-RE0001. However, any opinions, findings, and conclusions or recommendations in this document are those of the authors and do not necessarily reflect views of the United States Department of Homeland Security, or the University of Southern California, or CREATE.",,38,1,1,2,6,SPRINGER,DORDRECHT,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",0254-5330,1572-9338,,ANN OPER RES,Ann. Oper. Res.,JUN,2015,229.0,1,,,,,429,450,,10.1007/s10479-015-1846-0,,,,22,Operations Research & Management Science,Operations Research & Management Science,CH9WQ,WOS:000354387600019,,,,,3/15/19,3,N,N,N,Y,Y,N,N,6,1,"Y (simulation, no real target)","a linear aggregation of distribution functions, ""...we use a linear aggregation of distribution functions given by H_i(y)=\sum_{j=1}^m \alpha_j F_ij(y) where \alpha_j >= 0 and sum to 1.This aggregation always produces a distribution function and when the weights \alpha_j are all equal, the aggregation becomes simple averaging, and may be the most widely used form of aggregation in practice.""",,N,Y,N,Y,N,Y,N,the average quadratic score of the aggregate,the experts are simulated to be normally distributed in the simulation and then are combined using linear aggregation of distribution functions,b'10.1007:s10479-015-1846-0.pdf',
37,J,"Wang, LG; Zhang, XQ",,,,"Wang, Liguang; Zhang, Xueqing",,,Bayesian Analytics for Estimating Risk Probability in PPP Waste-to-Energy Projects,JOURNAL OF MANAGEMENT IN ENGINEERING,,,English,Article,,,,,,Bayesian updating; Risk identification; Public-private partnership (PPP); Posterior probability; Waste-to-energy (WTE),PRIVATE PARTNERSHIP PROJECTS; BUILDING CONSTRUCTION PROJECTS; INFRASTRUCTURE DEVELOPMENT; ALLOCATION; CHINA; INCINERATION; PERSPECTIVE; MANAGEMENT; SYSTEM; MODEL,"Appropriate risk analysis and management is critical to the overall success in public-private partnership (PPP) projects, in which one of the key issues lies in an accurate estimation of the risk occurrence probability. Traditionally, this probability is estimated either relying on experts' judgments or historical data. The estimation may not be accurate due to the subjective nature of the former and the data sparsity of the latter. In this research, a Bayesian analytic approach is taken to forecast risk occurrence probability, combining experts' judgments and historical data. This Bayesian approach consists of four main steps: (1) data collection, (2) modeling prior probability, (3) modeling posterior probability, and (4) multiupdating and analytics. This approach can achieve a more accurate estimation of risk occurrence probability compared with only relying on experts' judgments or historical data because the subjectivity of experts' judgments is mitigated by incorporating observed real data, and the data sparsity is supplemented by experts' judgments. This model is applied to forecast the probability of several critical risks in PPP waste-to-energy (WTE) incineration projects in China, and the results demonstrate its feasibility and applicability for targeted solutions in risk response and allocation.","[Wang, Liguang; Zhang, Xueqing] Hong Kong Univ Sci & Technol, Dept Civil & Environm Engn, Kowloon, Hong Kong, Peoples R China","Zhang, XQ (reprint author), Hong Kong Univ Sci & Technol, Dept Civil & Environm Engn, Kowloon, Hong Kong, Peoples R China.",lwangah@connect.ust.hk; zhangxq@ust.hk,,,National Natural Science Foundation of China [71472052],This study is financially supported by the National Natural Science Foundation of China (Project 71472052).,,76,0,0,39,39,ASCE-AMER SOC CIVIL ENGINEERS,RESTON,"1801 ALEXANDER BELL DR, RESTON, VA 20191-4400 USA",0742-597X,1943-5479,,J MANAGE ENG,J. Manage. Eng.,NOV,2018,34.0,6,,,,,,,4018047,10.1061/(ASCE)ME.1943-5479.0000658,,,,13,"Engineering, Industrial; Engineering, Civil",Engineering,GT3FG,WOS:000444385500022,,,,,3/15/19,5,N,N,Y,N,N,N,N,84,22,probability of criticial risk,,risk factors for PPP,Y,N,N,Y,Y,N,N,none,beta-binomial model,b'10.1061:(ASCE)ME.1943-5479.0000658.pdf',
38,J,"Hanea, AM; McBride, MF; Burgman, MA; Wintle, BC",,,,"Hanea, Anca M.; McBride, Marissa F.; Burgman, Mark A.; Wintle, Bonnie C.",,,The Value of Performance Weights and Discussion in Aggregated Expert Judgments,RISK ANALYSIS,,,English,Article,,,,,,Aggregation; confidence; elicitation protocol; performance-based weighting schemes; structured expert judgment,RISK ANALYSIS; CLASSICAL-MODEL; GOOD THINGS; DELPHI; ACCURACY; VALIDATION; FORECASTS; CONSENSUS; POLITICS; WORLD,"In risky situations characterized by imminent decisions, scarce resources, and insufficient data, policymakers rely on experts to estimate model parameters and their associated uncertainties. Different elicitation and aggregation methods can vary substantially in their efficacy and robustness. While it is generally agreed that biases in expert judgments can be mitigated using structured elicitations involving groups rather than individuals, there is still some disagreement about how to best elicit and aggregate judgments. This mostly concerns the merits of using performance-based weighting schemes to combine judgments of different individuals (rather than assigning equal weights to individual experts), and the way that interaction between experts should be handled. This article aims to contribute to, and complement, the ongoing discussion on these topics.","[Hanea, Anca M.] Univ Melbourne, Ctr Excellence Biosecur Risk Anal, Parkville, Vic, Australia; [McBride, Marissa F.; Burgman, Mark A.; Wintle, Bonnie C.] Univ Melbourne, Sch BioSci, Parkville, Vic, Australia; [McBride, Marissa F.] Harvard Univ, Harvard Forest, Petersham, MA USA; [Burgman, Mark A.] Imperial Coll London, Ctr Environm Policy, London, England; [Wintle, Bonnie C.] Univ Cambridge, Ctr Study Existential Risk, Cambridge, England","Hanea, AM (reprint author), Univ Melbourne, Ctr Excellence Biosecur Risk Anal, Parkville, Vic, Australia.",ahanea@unimelb.edu.au,,,,,,57,0,0,3,5,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0272-4332,1539-6924,,RISK ANAL,Risk Anal.,SEP,2018,38.0,9,,,,,1781,1794,,10.1111/risa.12992,,,,14,"Public, Environmental & Occupational Health; Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods","Public, Environmental & Occupational Health; Mathematics; Mathematical Methods In Social Sciences",GU0TM,WOS:000444965400004,29665625.0,,,,3/15/19,22,Y,N,N,Y,N,N,N,150,155,IARPA questions from Good Judgement,structured eliciation;Cookes method,,Y,N,N,Y,Y,N,N,"briar score,length of uncertainity interval",none,b'10.1111:risa.12992.pdf',
39,J,"Morales-Napoles, O; Paprotny, D; Worm, D; Abspoel-Bukman, L; Courage, W",,,,"Morales-Napoles, Oswaldo; Paprotny, Dominik; Worm, Daniel; Abspoel-Bukman, Linda; Courage, Wim",,,Characterization of Precipitation through Copulas and Expert Judgement for Risk Assessment of Infrastructure,ASCE-ASME JOURNAL OF RISK AND UNCERTAINTY IN ENGINEERING SYSTEMS PART A-CIVIL ENGINEERING,,,English,Article,,,,,,,DURATION-FREQUENCY RELATIONSHIPS; CLIMATE-CHANGE; REGIONAL CLIMATE; RAINFALL; SIMULATIONS; QUANTIFICATION; UNCERTAINTY; DEPENDENCE; VARIABLES; CURVES,"In this paper two methodologies are investigated that contribute to better assessment of risks related to extreme rainfall events. Firstly, one-parameter bivariate copulas are used to analyze rain gauge data in the Netherlands. Out of three models considered, the Gumbel copula, which indicates upper tail dependence, represents the data most accurately for all 33 stations in the Netherlands. Seasonal variability is noticeable, with rank correlation reaching maximum in winter and minimum in summer as well as other temporal and spatial patterns. Secondly, an expert judgment elicitation was undertaken. The experts' opinions were combined using Cooke's classical method in order to obtain estimates of future changes in precipitation patterns. Experts predicted mostly an approximate 10% increase in rain amount, duration, intensity and the dependence between amount and duration. The results were in line with official national climate change scenarios, based on numerical modelling. Applicability of both methods was presented based on an example of an existing tunnel in the Netherlands, contributing to better estimates of the tunnel's limit state function and therefore the probability of failure. (c) 2017 American Society of Civil Engineers.","[Morales-Napoles, Oswaldo] Delft Univ Technol, Dept Hydraul Engn, Fac Civil Engn & Geosci, Probabilist Design, Stevinweg 1, NL-2628 CN Delft, Netherlands; [Paprotny, Dominik] Delft Univ Technol, Dept Hydraul Engn, Fac Civil Engn & Geosci, Stevinweg 1, NL-2628 CN Delft, Netherlands; [Worm, Daniel; Abspoel-Bukman, Linda; Courage, Wim] TNO, Stieltjesweg 1, NL-2628 CK Delft, Netherlands","Morales-Napoles, O (reprint author), Delft Univ Technol, Dept Hydraul Engn, Fac Civil Engn & Geosci, Probabilist Design, Stevinweg 1, NL-2628 CN Delft, Netherlands.",o.moralesnapoles@tudelft.nl; d.paprotny@tudelft.nl; daniel.worm@tno.nl; linda.abspoel@tno.nl; wim.courage@tno.nl,,"Paprotny, Dominik/0000-0001-5090-8402; Morales Napoles, Oswaldo/0000-0002-6764-4674",TNO,"This research was financed by the TNO project ""Graphical Methods for Systems' Risk and Reliability"" (GAMES2R) under research program ""Enabling Technologies-Models."" The authors are grateful to all eight experts who participated in this study.",,39,0,0,0,1,ASCE-AMER SOC CIVIL ENGINEERS,RESTON,"1801 ALEXANDER BELL DR, RESTON, VA 20191-4400 USA",2376-7642,,,ASCE-ASME J RIS UNCE,ASCE-ASME J. Risk. Uncertain. Eng. Syst. Part A.-Civ. Eng.,DEC,2017,3.0,4,,,,,,,4017012,10.1061/AJRUA6.0000914,,,,13,"Engineering, Civil",Engineering,FT4SQ,WOS:000423145500005,,,,,3/15/19,15,Y,N,N,Y,N,N,N,8,34,"amount of rainfall, duration, and intensity",Cookes method,expert judgements,N,Y,Y,N,N,Y,Y,"calibration,information score,dependence score,realtive entropy,hellinger distance",Copula,b'10.1061:AJRUA6.0000914.pdf',a lot of interesting metrics in this paper worth exploring
40,J,"Bolger, D; Houlding, B",,,,"Bolger, Donnacha; Houlding, Brett",,,Deriving the probability of a linear opinion pooling method being superior to a set of alternatives,RELIABILITY ENGINEERING & SYSTEM SAFETY,,,English,Article,,,,,,Decision analysis; Expert judgment; Reliability; Risk analysis; Bayesian analysis,EXPERT JUDGMENT; BAYESIAN-APPROACH; CLASSICAL-MODEL; RISK ANALYSIS; COMBINATION; FORECASTS; WEIGHTS,"Linear opinion pools are a common method for combining a set of distinct opinions into a single succinct opinion, often to be used in a decision making task. In this paper we consider a method, termed the Plug-in approach, for determining the weights to be assigned in this linear pool, in a manner that can be deemed as rational in some sense, while incorporating multiple forms of learning over time into its process. The environment that we consider is one in which every source in the pool is herself a decision maker (DM), in contrast to the more common setting in which expert judgments are amalgamated for use by a single DM. We discuss a simulation study that was conducted to show the merits of our technique, and demonstrate how theoretical probabilistic arguments can be used to exactly quantify the probability of this technique being superior (in terms of a probability density metric) to a set of alternatives. Illustrations are given of simulated proportions converging to these true probabilities in a range of commonly used distributional cases.","[Bolger, Donnacha; Houlding, Brett] Trinity Coll Dublin, Dept Stat, Dublin 2, Ireland","Bolger, D (reprint author), Trinity Coll Dublin, Dept Stat, Dublin 2, Ireland.",bolgerdo@tcd.ie; brett.houlding@tcd.ie,,,,,,34,0,0,2,11,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0951-8320,1879-0836,,RELIAB ENG SYST SAFE,Reliab. Eng. Syst. Saf.,FEB,2017,158.0,,,,,,41,49,,10.1016/j.ress.2016.10.008,,,,9,"Engineering, Industrial; Operations Research & Management Science",Engineering; Operations Research & Management Science,EG5IS,WOS:000391078100005,,,,,3/15/19,11,Y,Y,Y,N,Y,N,N,5,5000,a simulation from 3 different distributions,dynamic reliability;Laplacian principle of indifference;qudratic scoring rule;,just the time series,N,Y,N,Y,Y,Y,N,proportion of times  model X places higher density in the true value comapred to model Y,beta binomial,b'10.1016:j.ress.2016.10.008.pdf',Bunn is a seminal work. Include
41,J,"Huang, AQ; Qiao, H; Wang, SY; Liu, J",,,,"Huang, Anqiang; Qiao, Han; Wang, Shouyang; Liu, John",,,Improving Forecasting Performance by Exploiting Expert Knowledge: Evidence from Guangzhou Port,INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,,,English,Article,,,,,,Container throughput forecast; expert knowledge; subjective judgment,JUDGMENT; COMBINATION; INFORMATION; PREDICTION; BIASES; MODEL,"Expert knowledge has been proved by substantial studies to be contributory to higher forecasting performance; meanwhile, its application is criticized and opposed by some groups for biases and inconsistency inherent in experts' subjective judgment. This paper proposes a new approach to improving forecasting performance, which takes advantage of expert knowledge by constructing a constraint equation rather than directly adjusting the predicted values by experts. For the comparison purpose, the proposed approach, together with several widely used models including ARIMA, BP-ANN and the judgment model (JM), is applied to forecasting the container throughput of Guangzhou Port, which is one of the most important ports of China. Forecasting performances of the above models are compared and the results clearly show superiority of the proposed approach over its rivals, which implies that expert knowledge will make positive contribution as long as it is used in a right way.","[Huang, Anqiang] Beijing Jiaotong Univ, Sch Econ & Management, Beijing 100044, Peoples R China; [Qiao, Han] Univ Chinese Acad Sci, Sch Econ & Management, Beijing 100190, Peoples R China; [Wang, Shouyang] Chinese Acad Sci, Acad Math & Syst Sci, Beijing 100190, Peoples R China; [Liu, John] City Univ Hong Kong, Coll Business, Kowloon, Hong Kong, Peoples R China","Qiao, H (reprint author), Univ Chinese Acad Sci, Sch Econ & Management, Beijing 100190, Peoples R China.",qiaohan@ucas.ac.cn,,,"National Natural Science Foundation of China [71373262, 71390330, 71390331, 71390334]; Fundamental Research Funds for Central Universities [B15JB00040]","Financial support from the National Natural Science Foundation of China (Grant Nos. 71373262, 71390330, 71390331, 71390334) and the Fundamental Research Funds for the Central Universities (Grant No. B15JB00040) are gratefully acknowledged.",,33,0,0,3,26,WORLD SCIENTIFIC PUBL CO PTE LTD,SINGAPORE,"5 TOH TUCK LINK, SINGAPORE 596224, SINGAPORE",0219-6220,1793-6845,,INT J INF TECH DECIS,Int. J. Inf. Technol. Decis. Mak.,MAR,2016,15.0,2,,,,,387,401,,10.1142/S0219622016500085,,,,15,"Computer Science, Artificial Intelligence; Computer Science, Information Systems; Computer Science, Interdisciplinary Applications; Operations Research & Management Science",Computer Science; Operations Research & Management Science,DH1MJ,WOS:000372548000007,,,,,3/15/19,24,Y,Y,Y,N,N,Y,N,30,integer,container throughput,,"month of feb, crises,autoreg terms",N,Y,N,Y,N,Y,Y,"RMSE,MAPE,TPE","ARIMA,BP-ANN,linear regression",b'10.1142:S0219622016500085.pdf',two interesting things here: They combined many judgements by Delphi and used this combined judgement in a model. They also assumed humans can only predict on a smoother trend than a statistical model.
42,S,"Hathout, M; Vuillet, M; Peyras, L; Carvajal, C; Diab, Y",,"Lang, M; Klijn, F; Samuels, P",,"Hathout, Michel; Vuillet, Marc; Peyras, Laurent; Carvajal, Claudio; Diab, Youssef",,,Uncertainty and Expert Assessment for Supporting Evaluation of Levees Safety,3RD EUROPEAN CONFERENCE ON FLOOD RISK MANAGEMENT (FLOODRISK 2016),E3S Web of Conferences,,English,Proceedings Paper,3rd European Conference on Flood Risk Management (FLOODrisk),"OCT 17-21, 2016","Lyon, FRANCE",,,,,"In France, levees remain most of the time badly maintained; these long linear structures show signs of weaknesses on numerous occasions. Only incomplete information is usually available. The general lack of data describing the behavior of the infrastructure during unwanted events led to estimate their safety mainly from expert judgment. Thus the ability of the expert to predict the level of functioning of an infrastructure for a type of hazard and its intensity is crucial. An error of judgment can have very serious consequences and the production of reliable information requires the ability of the expert to report accurately the uncertainties in its estimations, as well as associated confidence. In order to meet this need, our research within Incertu project (French Ministry of Ecology funding) aims to produce relevant scientific approaches and tools for the collection and processing reliable experts' statements or combined with a confidence level in the context of uncertain information and input data.","[Hathout, Michel; Vuillet, Marc; Diab, Youssef] EIVP LabUrba, 80 Rue Rebeval, F-75019 Paris, France; [Peyras, Laurent; Carvajal, Claudio] Irstea, Res Unit RECOVER, 3275 Route Cezanne CS 40064, F-13182 Aix En Provence 5, France","Hathout, M; Vuillet, M (reprint author), EIVP LabUrba, 80 Rue Rebeval, F-75019 Paris, France.",michel.hathout@eivp-paris.fr; marc.vuillet@eivp-paris.fr,,,,,,18,0,0,1,2,E D P SCIENCES,CEDEX A,"17 AVE DU HOGGAR PARC D ACTIVITES COUTABOEUF BP 112, F-91944 CEDEX A, FRANCE",2267-1242,,,E3S WEB CONF,,,2016,7.0,,,,,,,,UNSP 03019,10.1051/e3sconf/20160703019,,,,6,"Engineering, Environmental; Engineering, Civil; Environmental Sciences; Geosciences, Multidisciplinary; Regional & Urban Planning; Water Resources",Engineering; Environmental Sciences & Ecology; Geology; Public Administration; Water Resources,BG8GU,WOS:000392270100037,,"DOAJ Gold, Green Published",,,3/15/19,5,N,N,N,Y,N,N,Y,7,1,The permeability of a levee body,"calibration of experts' assessments, ""...calibration of experts' assessments from the experts' interrogations on the variables whose we know the results (calibration variables). The calibration models consist on assessing by the expert and the known values (experimental/observed)""","subjective probability distribution of experts, calibration variables (coefficient of permeability of sandy-clay materials)",N,Y,N,Y,N,Y,N,,classical model of Cooke,b'10.1051:e3sconf:20160703019.pdf',
